CRID,Witness_Gender,Witness_Age,Witness_Race,FOIA_Request_Number,Report_Produced_Date
1068152,M,52.47397260273972,BLACK,FOIA 14-5509,2015-08-03
1068153,M,,BLACK,FOIA 14-5509,2015-08-03
1068157,M,34.15068493150685,WHITE,FOIA 14-5509,2015-08-03
1068160,M,66.5068493150685,BLACK,FOIA 14-5509,2015-08-03
1068163,M,20.80821917808219,BLACK,FOIA 14-5509,2015-08-03
1068165,M,56.19726027397261,BLACK,FOIA 14-5509,2015-08-03
1068169,M,58.679452054794524,BLACK,FOIA 14-5509,2015-08-03
1068171,M,43.24931506849315,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068173,F,38.895890410958906,WHITE,FOIA 14-5509,2015-08-03
1068175,M,20.18082191780822,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068179,F,36.86301369863014,HISPANIC,FOIA 14-5509,2015-08-03
1068181,F,35.920547945205485,BLACK,FOIA 14-5509,2015-08-03
1068184,F,32.632876712328766,BLACK,FOIA 14-5509,2015-08-03
1068185,M,56.84657534246576,BLACK,FOIA 14-5509,2015-08-03
1068186,F,55.63287671232877,BLACK,FOIA 14-5509,2015-08-03
1068187,M,47.90958904109589,BLACK,FOIA 14-5509,2015-08-03
1068188,F,33.98082191780822,BLACK,FOIA 14-5509,2015-08-03
1068189,M,,WHITE,FOIA 14-5509,2015-08-03
1068191,M,19.28219178082192,BLACK,FOIA 14-5509,2015-08-03
1068192,M,37.76438356164384,WHITE,FOIA 14-5509,2015-08-03
1068193,F,76.45205479452055,BLACK,FOIA 14-5509,2015-08-03
1068198,M,36.967123287671235,BLACK,FOIA 14-5509,2015-08-03
1068199,M,24.61917808219178,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068201,F,61.11506849315069,BLACK,FOIA 14-5509,2015-08-03
1068203,F,26.695890410958906,WHITE,FOIA 14-5509,2015-08-03
1068204,F,36.54246575342466,BLACK,FOIA 14-5509,2015-08-03
1068205,M,50.5013698630137,BLACK,FOIA 14-5509,2015-08-03
1068207,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068208,F,30.306849315068494,BLACK,FOIA 14-5509,2015-08-03
1068209,F,47.2,WHITE,FOIA 14-5509,2015-08-03
1068211,F,59.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1068213,M,41.72054794520548,WHITE,FOIA 14-5509,2015-08-03
1068214,F,24.775342465753425,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068215,F,43.673972602739724,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068217,F,52.04383561643836,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068218,M,37.964383561643835,BLACK,FOIA 14-5509,2015-08-03
1068219,F,31.306849315068494,BLACK,FOIA 14-5509,2015-08-03
1068220,F,43.07945205479452,BLACK,FOIA 14-5509,2015-08-03
1068222,M,59.41095890410959,HISPANIC,FOIA 14-5509,2015-08-03
1068223,M,52.8027397260274,WHITE,FOIA 14-5509,2015-08-03
1068230,M,45.64109589041096,BLACK,FOIA 14-5509,2015-08-03
1068231,F,31.698630136986303,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068232,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1068233,M,41,BLACK,FOIA 14-5509,2015-08-03
1068234,F,30.712328767123285,BLACK,FOIA 14-5509,2015-08-03
1068235,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068236,F,37.43013698630137,BLACK,FOIA 14-5509,2015-08-03
1068237,M,47.515068493150686,BLACK,FOIA 14-5509,2015-08-03
1068238,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1068239,M,39.1945205479452,BLACK,FOIA 14-5509,2015-08-03
1068240,M,24.66027397260274,BLACK,FOIA 14-5509,2015-08-03
1068241,F,42.40821917808219,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068242,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1068243,F,65.61917808219178,BLACK,FOIA 14-5509,2015-08-03
1068244,F,75.14794520547946,BLACK,FOIA 14-5509,2015-08-03
1068245,M,,BLACK,FOIA 14-5509,2015-08-03
1068247,F,21.186301369863013,BLACK,FOIA 14-5509,2015-08-03
1068248,M,33.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1068249,M,33.92328767123288,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068250,M,33.06301369863014,BLACK,FOIA 14-5509,2015-08-03
1068253,F,24.14246575342466,BLACK,FOIA 14-5509,2015-08-03
1068254,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068255,M,27.101369863013698,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068255,M,56.33972602739726,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068257,F,44.46301369863014,BLACK,FOIA 14-5509,2015-08-03
1068258,M,50.61917808219179,WHITE,FOIA 14-5509,2015-08-03
1068259,F,24.575342465753426,BLACK,FOIA 14-5509,2015-08-03
1068260,F,27.25205479452055,BLACK,FOIA 14-5509,2015-08-03
1068263,F,36.945205479452056,BLACK,FOIA 14-5509,2015-08-03
1068265,F,33.156164383561645,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068267,M,55.37808219178083,WHITE,FOIA 14-5509,2015-08-03
1068269,M,27.21369863013699,BLACK,FOIA 14-5509,2015-08-03
1068270,M,23.684931506849317,BLACK,FOIA 14-5509,2015-08-03
1068273,F,25.172602739726027,BLACK,FOIA 14-5509,2015-08-03
1068274,M,42.8054794520548,BLACK,FOIA 14-5509,2015-08-03
1068276,M,28.652054794520552,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068277,M,46.42465753424657,UNKNOWN,FOIA 14-5509,2015-08-03
1068281,F,32.942465753424656,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068285,M,74.20273972602739,BLACK,FOIA 14-5509,2015-08-03
1068288,F,,BLACK,FOIA 14-5509,2015-08-03
1068291,M,29.627397260273973,BLACK,FOIA 14-5509,2015-08-03
1068293,F,31,BLACK,FOIA 14-5509,2015-08-03
1068294,F,55.465753424657535,BLACK,FOIA 14-5509,2015-08-03
1068295,F,49.34246575342466,WHITE,FOIA 14-5509,2015-08-03
1068298,F,58.964383561643835,BLACK,FOIA 14-5509,2015-08-03
1068299,F,46.31506849315068,BLACK,FOIA 14-5509,2015-08-03
1068300,M,43.25205479452055,BLACK,FOIA 14-5509,2015-08-03
1068301,M,51.91232876712329,HISPANIC,FOIA 14-5509,2015-08-03
1068303,M,,WHITE,FOIA 14-5509,2015-08-03
1068304,M,24.28219178082192,BLACK,FOIA 14-5509,2015-08-03
1068305,M,42.44931506849315,BLACK,FOIA 14-5509,2015-08-03
1068306,M,30,BLACK,FOIA 14-5509,2015-08-03
1068307,M,41.227397260273975,WHITE,FOIA 14-5509,2015-08-03
1068308,M,56.969863013698635,BLACK,FOIA 14-5509,2015-08-03
1068309,M,50.92328767123288,WHITE,FOIA 14-5509,2015-08-03
1068309,M,46.397260273972606,HISPANIC,FOIA 14-5509,2015-08-03
1068310,M,38.09315068493151,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068311,F,50.08767123287671,BLACK,FOIA 14-5509,2015-08-03
1068314,F,29.553424657534247,WHITE,FOIA 14-5509,2015-08-03
1068316,F,34.67945205479452,BLACK,FOIA 14-5509,2015-08-03
1068317,M,,BLACK,FOIA 14-5509,2015-08-03
1068318,F,31.21369863013699,BLACK,FOIA 14-5509,2015-08-03
1068319,M,55.07671232876713,BLACK,FOIA 14-5509,2015-08-03
1068321,M,22.86849315068493,BLACK,FOIA 14-5509,2015-08-03
1068322,F,59.26027397260274,BLACK,FOIA 14-5509,2015-08-03
1068324,M,26.90958904109589,BLACK,FOIA 14-5509,2015-08-03
1068325,F,,BLACK,FOIA 14-5509,2015-08-03
1068326,M,47.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1068327,F,26.520547945205482,WHITE,FOIA 14-5509,2015-08-03
1068328,M,55.86301369863014,BLACK,FOIA 14-5509,2015-08-03
1068329,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1068330,F,34.676712328767124,BLACK,FOIA 14-5509,2015-08-03
1068332,M,36.21369863013699,BLACK,FOIA 14-5509,2015-08-03
1068333,F,35.326027397260276,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068334,M,19.72054794520548,BLACK,FOIA 14-5509,2015-08-03
1068335,F,60.18904109589041,WHITE,FOIA 14-5509,2015-08-03
1068337,M,60.843835616438355,BLACK,FOIA 14-5509,2015-08-03
1068338,M,32.608219178082194,BLACK,FOIA 14-5509,2015-08-03
1068340,F,45.64931506849315,WHITE,FOIA 14-5509,2015-08-03
1068342,F,54.31232876712329,BLACK,FOIA 14-5509,2015-08-03
1068343,F,54.31232876712329,BLACK,FOIA 14-5509,2015-08-03
1068347,M,59.83561643835617,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068351,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068352,M,43.05479452054795,WHITE,FOIA 14-5509,2015-08-03
1068354,M,46.93972602739726,HISPANIC,FOIA 14-5509,2015-08-03
1068355,M,56.78082191780822,BLACK,FOIA 14-5509,2015-08-03
1068355,F,41.92328767123288,WHITE,FOIA 14-5509,2015-08-03
1068356,F,50.1945205479452,BLACK,FOIA 14-5509,2015-08-03
1068360,M,21.712328767123285,BLACK,FOIA 14-5509,2015-08-03
1068361,M,44.364383561643834,BLACK,FOIA 14-5509,2015-08-03
1068363,M,26.145205479452056,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068365,F,62.394520547945206,BLACK,FOIA 14-5509,2015-08-03
1068366,F,59.394520547945206,WHITE,FOIA 14-5509,2015-08-03
1068367,M,47.35890410958904,BLACK,FOIA 14-5509,2015-08-03
1068369,F,38,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068370,F,31.687671232876713,WHITE,FOIA 14-5509,2015-08-03
1068374,F,39.74520547945206,BLACK,FOIA 14-5509,2015-08-03
1068376,M,41.608219178082194,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068378,F,40.87397260273973,WHITE,FOIA 14-5509,2015-08-03
1068378,M,49.71232876712329,WHITE,FOIA 14-5509,2015-08-03
1068379,M,31.8027397260274,BLACK,FOIA 14-5509,2015-08-03
1068380,F,52.084931506849315,WHITE,FOIA 14-5509,2015-08-03
1068381,F,43.041095890410965,HISPANIC,FOIA 14-5509,2015-08-03
1068382,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068383,M,38.98082191780822,BLACK,FOIA 14-5509,2015-08-03
1068384,M,24.00821917808219,BLACK,FOIA 14-5509,2015-08-03
1068385,F,47.83561643835617,WHITE,FOIA 14-5509,2015-08-03
1068387,M,49.586301369863016,BLACK,FOIA 14-5509,2015-08-03
1068388,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068393,M,53.57534246575343,BLACK,FOIA 14-5509,2015-08-03
1068394,F,38.608219178082194,WHITE,FOIA 14-5509,2015-08-03
1068395,M,29.065753424657533,WHITE,FOIA 14-5509,2015-08-03
1068396,F,57.52876712328767,WHITE,FOIA 14-5509,2015-08-03
1068397,F,57.63287671232877,BLACK,FOIA 14-5509,2015-08-03
1068399,F,33.227397260273975,BLACK,FOIA 14-5509,2015-08-03
1068400,F,,BLACK,FOIA 14-5509,2015-08-03
1068401,F,55.27123287671233,BLACK,FOIA 14-5509,2015-08-03
1068403,M,51.06849315068494,WHITE,FOIA 14-5509,2015-08-03
1068404,M,39.76712328767123,BLACK,FOIA 14-5509,2015-08-03
1068406,M,49.15068493150685,WHITE,FOIA 14-5509,2015-08-03
1068409,M,49.232876712328775,BLACK,FOIA 14-5509,2015-08-03
1068410,F,62.295890410958904,BLACK,FOIA 14-5509,2015-08-03
1068412,F,,BLACK,FOIA 14-5509,2015-08-03
1068413,F,53.71232876712329,BLACK,FOIA 14-5509,2015-08-03
1068414,M,44.75890410958904,WHITE,FOIA 14-5509,2015-08-03
1068417,M,31.967123287671235,WHITE,FOIA 14-5509,2015-08-03
1068418,M,49.93424657534247,BLACK,FOIA 14-5509,2015-08-03
1068421,F,31.964383561643835,BLACK,FOIA 14-5509,2015-08-03
1068422,F,51.16712328767123,WHITE,FOIA 14-5509,2015-08-03
1068426,F,,BLACK,FOIA 14-5509,2015-08-03
1068427,M,38.27945205479452,BLACK,FOIA 14-5509,2015-08-03
1068428,F,21.964383561643835,UNKNOWN,FOIA 14-5509,2015-08-03
1068429,M,32.74246575342466,BLACK,FOIA 14-5509,2015-08-03
1068432,M,,WHITE,FOIA 14-5509,2015-08-03
1068437,F,44.25479452054795,BLACK,FOIA 14-5509,2015-08-03
1068439,F,37.33972602739726,BLACK,FOIA 14-5509,2015-08-03
1068440,M,28.569863013698633,BLACK,FOIA 14-5509,2015-08-03
1068441,M,40.95890410958904,BLACK,FOIA 14-5509,2015-08-03
1068442,M,26.652054794520552,BLACK,FOIA 14-5509,2015-08-03
1068443,M,61.81917808219178,WHITE,FOIA 14-5509,2015-08-03
1068445,F,29.86301369863014,BLACK,FOIA 14-5509,2015-08-03
1068446,F,32.706849315068496,BLACK,FOIA 14-5509,2015-08-03
1068447,F,47.83561643835617,WHITE,FOIA 14-5509,2015-08-03
1068448,M,45.345205479452055,WHITE,FOIA 14-5509,2015-08-03
1068450,M,34.42465753424658,BLACK,FOIA 14-5509,2015-08-03
1068451,M,45.4,WHITE,FOIA 14-5509,2015-08-03
1068452,M,38.104109589041094,UNKNOWN,FOIA 14-5509,2015-08-03
1068453,M,33.989041095890414,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068454,M,36.33424657534247,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068457,M,34.728767123287675,WHITE,FOIA 14-5509,2015-08-03
1068461,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1068462,M,33.95068493150685,BLACK,FOIA 14-5509,2015-08-03
1068463,M,35.134246575342466,WHITE,FOIA 14-5509,2015-08-03
1068464,M,26.495890410958907,BLACK,FOIA 14-5509,2015-08-03
1068465,F,33.4,BLACK,FOIA 14-5509,2015-08-03
1068468,F,43.4,WHITE,FOIA 14-5509,2015-08-03
1068469,M,30.5972602739726,BLACK,FOIA 14-5509,2015-08-03
1068470,F,26.26027397260274,BLACK HISPANIC,FOIA 14-5509,2015-08-03
1068471,F,60.865753424657534,WHITE,FOIA 14-5509,2015-08-03
1068472,F,36.6986301369863,BLACK,FOIA 14-5509,2015-08-03
1068473,F,38.05205479452055,WHITE,FOIA 14-5509,2015-08-03
1068475,M,60.14246575342466,BLACK,FOIA 14-5509,2015-08-03
1068478,M,44.26849315068494,BLACK,FOIA 14-5509,2015-08-03
1068479,F,36.515068493150686,BLACK,FOIA 14-5509,2015-08-03
1068480,M,26.41917808219178,WHITE,FOIA 14-5509,2015-08-03
1068481,M,42.53424657534247,BLACK,FOIA 14-5509,2015-08-03
1068482,M,46.11506849315069,WHITE,FOIA 14-5509,2015-08-03
1068485,F,28.03287671232877,WHITE,FOIA 14-5509,2015-08-03
1068486,M,47.93698630136986,WHITE,FOIA 14-5509,2015-08-03
1068489,F,37.68493150684932,BLACK,FOIA 14-5509,2015-08-03
1068491,M,39.79178082191781,WHITE,FOIA 14-5509,2015-08-03
1068493,F,40.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1068494,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068495,M,29.2,BLACK,FOIA 14-5509,2015-08-03
1068498,M,78.03561643835617,WHITE,FOIA 14-5509,2015-08-03
1068499,F,44.43013698630137,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068500,M,25.753424657534246,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068501,M,60.91780821917808,BLACK,FOIA 14-5509,2015-08-03
1068504,F,,BLACK,FOIA 14-5509,2015-08-03
1068505,F,30.41917808219178,BLACK,FOIA 14-5509,2015-08-03
1068506,M,38.6027397260274,BLACK,FOIA 14-5509,2015-08-03
1068507,F,63.53424657534247,BLACK,FOIA 14-5509,2015-08-03
1068508,M,27.81095890410959,BLACK,FOIA 14-5509,2015-08-03
1068509,M,36.75068493150685,BLACK,FOIA 14-5509,2015-08-03
1068510,F,26.02191780821918,WHITE,FOIA 14-5509,2015-08-03
1068511,F,30.257534246575343,WHITE,FOIA 14-5509,2015-08-03
1068512,M,28.832876712328765,BLACK,FOIA 14-5509,2015-08-03
1068517,F,28.69041095890411,BLACK,FOIA 14-5509,2015-08-03
1068518,M,53.24383561643835,BLACK,FOIA 14-5509,2015-08-03
1068519,M,26.175342465753424,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068520,M,62.51780821917808,HISPANIC,FOIA 14-5509,2015-08-03
1068523,M,38.37808219178083,WHITE,FOIA 14-5509,2015-08-03
1068524,M,26.501369863013696,BLACK,FOIA 14-5509,2015-08-03
1068529,F,42.3013698630137,BLACK,FOIA 14-5509,2015-08-03
1068530,M,50.44109589041096,HISPANIC,FOIA 14-5509,2015-08-03
1068532,M,38.605479452054794,BLACK,FOIA 14-5509,2015-08-03
1068533,M,48.74520547945205,BLACK,FOIA 14-5509,2015-08-03
1068534,M,27.956164383561646,BLACK,FOIA 14-5509,2015-08-03
1068535,M,22.34246575342466,WHITE,FOIA 14-5509,2015-08-03
1068536,F,20.473972602739725,WHITE,FOIA 14-5509,2015-08-03
1068538,F,26.221917808219178,BLACK,FOIA 14-5509,2015-08-03
1068539,F,,BLACK,FOIA 14-5509,2015-08-03
1068540,M,,WHITE,FOIA 14-5509,2015-08-03
1068541,F,53.73972602739727,BLACK,FOIA 14-5509,2015-08-03
1068542,F,31.95068493150685,BLACK,FOIA 14-5509,2015-08-03
1068543,M,44.75890410958904,WHITE,FOIA 14-5509,2015-08-03
1068545,M,31.34794520547945,BLACK,FOIA 14-5509,2015-08-03
1068546,F,50.8109589041096,WHITE,FOIA 14-5509,2015-08-03
1068547,F,23.126027397260273,BLACK,FOIA 14-5509,2015-08-03
1068549,M,28.87945205479452,WHITE,FOIA 14-5509,2015-08-03
1068550,F,67.23835616438356,BLACK,FOIA 14-5509,2015-08-03
1068551,M,26.92054794520548,BLACK,FOIA 14-5509,2015-08-03
1068553,M,38.73698630136986,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068556,F,40.4054794520548,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068560,M,43.49315068493151,WHITE,FOIA 14-5509,2015-08-03
1068562,M,35.101369863013694,UNKNOWN,FOIA 14-5509,2015-08-03
1068563,F,44.16986301369863,BLACK,FOIA 14-5509,2015-08-03
1068564,F,26.501369863013696,BLACK,FOIA 14-5509,2015-08-03
1068565,M,53.41095890410959,WHITE,FOIA 14-5509,2015-08-03
1068566,M,35.32328767123288,WHITE,FOIA 14-5509,2015-08-03
1068567,F,38.178082191780824,UNKNOWN,FOIA 14-5509,2015-08-03
1068569,M,48.74520547945205,BLACK,FOIA 14-5509,2015-08-03
1068570,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068571,M,31.487671232876714,BLACK,FOIA 14-5509,2015-08-03
1068572,M,50.43561643835616,WHITE,FOIA 14-5509,2015-08-03
1068573,M,28.80821917808219,BLACK,FOIA 14-5509,2015-08-03
1068574,M,52.95342465753424,BLACK,FOIA 14-5509,2015-08-03
1068576,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1068577,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1068578,M,52.95342465753424,BLACK,FOIA 14-5509,2015-08-03
1068579,F,26.167123287671235,BLACK,FOIA 14-5509,2015-08-03
1068581,M,24.295890410958904,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068582,F,30.298630136986304,BLACK,FOIA 14-5509,2015-08-03
1068583,M,30.353424657534248,BLACK,FOIA 14-5509,2015-08-03
1068584,M,55.139726027397266,BLACK,FOIA 14-5509,2015-08-03
1068585,M,27.712328767123285,WHITE,FOIA 14-5509,2015-08-03
1068586,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068587,F,36.18356164383562,BLACK,FOIA 14-5509,2015-08-03
1068588,F,82.89315068493151,BLACK,FOIA 14-5509,2015-08-03
1068589,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068591,M,49.797260273972604,BLACK,FOIA 14-5509,2015-08-03
1068592,F,61.7041095890411,BLACK,FOIA 14-5509,2015-08-03
1068593,F,38.66575342465753,BLACK,FOIA 14-5509,2015-08-03
1068594,M,55.139726027397266,BLACK,FOIA 14-5509,2015-08-03
1068595,F,53.97260273972603,BLACK,FOIA 14-5509,2015-08-03
1068596,M,27.92328767123288,BLACK,FOIA 14-5509,2015-08-03
1068597,M,56.25753424657535,BLACK,FOIA 14-5509,2015-08-03
1068598,F,48.843835616438355,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068599,F,27.509589041095893,BLACK,FOIA 14-5509,2015-08-03
1068600,F,69.45753424657535,BLACK,FOIA 14-5509,2015-08-03
1068603,M,24.67945205479452,BLACK,FOIA 14-5509,2015-08-03
1068604,F,31.63013698630137,BLACK,FOIA 14-5509,2015-08-03
1068606,F,43.416438356164385,BLACK,FOIA 14-5509,2015-08-03
1068607,F,43.0054794520548,BLACK,FOIA 14-5509,2015-08-03
1068610,M,52.97260273972603,BLACK,FOIA 14-5509,2015-08-03
1068611,F,45.83835616438356,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068614,M,45.172602739726024,BLACK,FOIA 14-5509,2015-08-03
1068616,M,43.561643835616444,BLACK,FOIA 14-5509,2015-08-03
1068617,M,51.915068493150685,WHITE,FOIA 14-5509,2015-08-03
1068620,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1068621,F,68.8109589041096,BLACK,FOIA 14-5509,2015-08-03
1068622,F,68.82191780821918,BLACK,FOIA 14-5509,2015-08-03
1068623,F,25.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1068630,F,,UNKNOWN,FOIA 14-5509,2015-08-03
1068631,F,34.298630136986304,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068632,F,53.865753424657534,WHITE,FOIA 14-5509,2015-08-03
1068633,M,58.515068493150686,BLACK,FOIA 14-5509,2015-08-03
1068634,M,38.73698630136986,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068635,M,25.635616438356166,BLACK,FOIA 14-5509,2015-08-03
1068636,M,31.26301369863014,BLACK,FOIA 14-5509,2015-08-03
1068638,M,51.915068493150685,WHITE,FOIA 14-5509,2015-08-03
1068638,M,38.45753424657534,WHITE,FOIA 14-5509,2015-08-03
1068638,M,51.06301369863014,BLACK,FOIA 14-5509,2015-08-03
1068641,M,21.306849315068494,BLACK,FOIA 14-5509,2015-08-03
1068642,M,53.41095890410959,WHITE,FOIA 14-5509,2015-08-03
1068645,M,45.5013698630137,BLACK,FOIA 14-5509,2015-08-03
1068646,M,51.32876712328767,BLACK,FOIA 14-5509,2015-08-03
1068647,M,51.91232876712329,HISPANIC,FOIA 14-5509,2015-08-03
1068648,M,32.1945205479452,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068649,F,45.298630136986304,WHITE,FOIA 14-5509,2015-08-03
1068650,F,39.57808219178082,BLACK,FOIA 14-5509,2015-08-03
1068653,F,54.610958904109594,UNKNOWN,FOIA 14-5509,2015-08-03
1068654,F,,BLACK,FOIA 14-5509,2015-08-03
1068655,F,58.88493150684932,BLACK,FOIA 14-5509,2015-08-03
1068657,M,20.786301369863015,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068658,M,45.23013698630137,WHITE,FOIA 14-5509,2015-08-03
1068659,F,32,BLACK,FOIA 14-5509,2015-08-03
1068662,F,24.695890410958906,BLACK,FOIA 14-5509,2015-08-03
1068663,M,53.96712328767123,WHITE,FOIA 14-5509,2015-08-03
1068664,M,48.202739726027396,BLACK,FOIA 14-5509,2015-08-03
1068665,M,44.460273972602735,BLACK,FOIA 14-5509,2015-08-03
1068668,M,48.43287671232877,WHITE,FOIA 14-5509,2015-08-03
1068670,F,22.460273972602742,BLACK,FOIA 14-5509,2015-08-03
1068671,M,31.421917808219177,BLACK,FOIA 14-5509,2015-08-03
1068672,F,53.68767123287671,BLACK,FOIA 14-5509,2015-08-03
1068673,F,33.66575342465753,BLACK,FOIA 14-5509,2015-08-03
1068676,M,30.964383561643835,BLACK,FOIA 14-5509,2015-08-03
1068677,M,42.920547945205485,WHITE,FOIA 14-5509,2015-08-03
1068678,M,47.47123287671233,BLACK,FOIA 14-5509,2015-08-03
1068680,M,48.8,WHITE,FOIA 14-5509,2015-08-03
1068681,M,,BLACK,FOIA 14-5509,2015-08-03
1068683,F,23.94246575342466,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068684,F,61.12054794520548,BLACK,FOIA 14-5509,2015-08-03
1068685,M,33.49041095890411,BLACK,FOIA 14-5509,2015-08-03
1068686,F,46.95616438356165,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068687,F,42.92602739726028,WHITE,FOIA 14-5509,2015-08-03
1068688,F,40.78356164383562,BLACK,FOIA 14-5509,2015-08-03
1068690,M,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068691,M,31.767123287671236,BLACK,FOIA 14-5509,2015-08-03
1068692,M,28.578082191780823,BLACK,FOIA 14-5509,2015-08-03
1068697,F,,WHITE,FOIA 14-5509,2015-08-03
1068700,M,60.11506849315069,BLACK,FOIA 14-5509,2015-08-03
1068701,F,46.797260273972604,BLACK,FOIA 14-5509,2015-08-03
1068702,F,55.74794520547945,BLACK,FOIA 14-5509,2015-08-03
1068703,F,38.14794520547945,BLACK,FOIA 14-5509,2015-08-03
1068704,F,42.44109589041096,ASIAN/PACIFIC ISLANDER,FOIA 14-5509,2015-08-03
1068705,F,63.33972602739727,WHITE,FOIA 14-5509,2015-08-03
1068706,M,25.983561643835614,BLACK,FOIA 14-5509,2015-08-03
1068707,F,27.60821917808219,BLACK,FOIA 14-5509,2015-08-03
1068708,M,29.427397260273974,WHITE,FOIA 14-5509,2015-08-03
1068710,F,,WHITE HISPANIC,FOIA 14-5509,2015-08-03
1068713,F,76.93150684931507,WHITE,FOIA 14-5509,2015-08-03
1068714,M,35.66301369863014,BLACK,FOIA 14-5509,2015-08-03
1068717,M,38.12054794520548,BLACK,FOIA 14-5509,2015-08-03
1068718,M,,WHITE,FOIA 14-5509,2015-08-03
1068720,F,29.94246575342466,WHITE,FOIA 14-5509,2015-08-03
1068721,F,48.27123287671233,WHITE,FOIA 14-5509,2015-08-03
1068722,M,,UNKNOWN,FOIA 14-5509,2015-08-03
1068723,F,37.97260273972603,BLACK,FOIA 14-5509,2015-08-03
1068724,M,28.55068493150685,BLACK,FOIA 14-5509,2015-08-03
1068726,M,52.11506849315069,BLACK,FOIA 14-5509,2015-08-03
1068727,M,45.91232876712329,WHITE,FOIA 14-5509,2015-08-03
1068728,F,43.52054794520548,BLACK,FOIA 14-5509,2015-08-03
1068730,M,65.91506849315068,BLACK,FOIA 14-5509,2015-08-03
1068731,F,41.61369863013699,BLACK,FOIA 14-5509,2015-08-03
1068732,F,37.49315068493151,BLACK,FOIA 14-5509,2015-08-03
1068735,M,30.27397260273973,WHITE,FOIA 14-5509,2015-08-03
1068739,M,32.890410958904106,BLACK,FOIA 14-5509,2015-08-03
1068740,M,34.890410958904106,BLACK,FOIA 14-5509,2015-08-03
1068741,F,32.85205479452055,BLACK,FOIA 14-5509,2015-08-03
1068742,F,48.728767123287675,BLACK,FOIA 14-5509,2015-08-03
1068743,F,39.54520547945206,BLACK,FOIA 14-5509,2015-08-03
1068744,F,32.47397260273973,BLACK,FOIA 14-5509,2015-08-03
1068745,M,27.654794520547945,BLACK,FOIA 14-5509,2015-08-03
