CRID,Witness_Gender,Witness_Race
1053947,M,BLACK
1053948,F,WHITE HISPANIC
1053950,F,WHITE
1053951,M,BLACK
1053953,F,WHITE
1053954,F,BLACK
1053955,M,WHITE HISPANIC
1053956,M,BLACK
1053957,F,BLACK
1053959,M,BLACK
1053960,F,BLACK
1053964,F,BLACK
1053967,M,BLACK
1053968,M,WHITE HISPANIC
1053968,M,WHITE HISPANIC
1053969,M,BLACK
1053971,F,WHITE
1053973,F,BLACK
1053975,F,BLACK
1053976,F,BLACK
1053978,F,AMER IND/ALASKAN NATIVE
1053980,F,WHITE
1053981,M,BLACK
1053982,M,BLACK
1053984,M,BLACK
1053985,M,WHITE
1053986,F,BLACK
1053989,F,WHITE
1053990,M,BLACK
1053991,F,BLACK
1053992,M,BLACK
1053993,F,BLACK
1053994,M,BLACK
1053996,M,WHITE HISPANIC
1053997,M,WHITE
1054001,M,BLACK
1054006,F,WHITE
1054007,M,BLACK
1054008,M,BLACK
1054009,M,BLACK
1054010,M,WHITE
1054011,F,BLACK
1054013,M,BLACK
1054015,F,WHITE HISPANIC
1054016,M,WHITE
1054017,M,BLACK
1054021,F,BLACK
1054023,F,BLACK
1054024,M,WHITE HISPANIC
1054025,M,BLACK
1054026,F,ASIAN/PACIFIC ISLANDER
1054028,M,BLACK
1054030,M,BLACK
1054033,M,WHITE HISPANIC
1054035,F,BLACK
1054036,F,BLACK
1054037,M,UNKNOWN
1054038,F,BLACK
1054039,M,BLACK
1054040,F,UNKNOWN
1054041,F,BLACK
1054043,M,WHITE HISPANIC
1054044,F,BLACK
1054045,M,BLACK
1054047,F,WHITE HISPANIC
1054048,M,WHITE HISPANIC
1054050,M,BLACK
1054051,M,BLACK
1054052,M,WHITE HISPANIC
1054053,M,BLACK
1054057,M,WHITE HISPANIC
1054062,F,BLACK
1054063,F,BLACK
1054064,F,BLACK
1054064,M,BLACK
1054067,M,BLACK
1054070,M,UNKNOWN
1054071,M,UNKNOWN
1054072,F,BLACK
1054073,M,BLACK
1054075,F,WHITE
1054077,M,BLACK
1054078,M,BLACK
1054079,F,WHITE HISPANIC
1054080,F,WHITE
1054081,F,WHITE
1054083,F,BLACK
1054086,M,WHITE
1054087,F,BLACK
1054093,M,BLACK
1054094,F,BLACK
1054098,F,WHITE
1054102,F,BLACK
1054108,M,BLACK
1054111,M,BLACK
1054114,F,BLACK
1054115,M,WHITE
1054116,M,BLACK
1054120,F,WHITE
1054121,M,BLACK
1054123,F,BLACK
1054125,F,BLACK
1054127,F,BLACK
1054129,M,BLACK
1054130,F,WHITE HISPANIC
1054133,M,BLACK
1054136,F,WHITE
1054138,M,WHITE HISPANIC
1054139,M,UNKNOWN
1054140,F,WHITE
1054141,M,BLACK
1054145,M,UNKNOWN
1054146,M,WHITE
1054148,F,BLACK
1054149,M,WHITE HISPANIC
1054152,M,BLACK
1054153,M,BLACK
1054154,M,BLACK
1054157,M,WHITE
1054158,M,BLACK
1054159,M,BLACK
1054161,M,WHITE
1054162,M,BLACK
1054164,F,BLACK
1054166,F,BLACK
1054167,M,BLACK
1054168,M,ASIAN/PACIFIC ISLANDER
1054169,F,WHITE
1054170,M,BLACK
1054171,M,UNKNOWN
1054171,M,UNKNOWN
1054177,M,WHITE
1054178,M,UNKNOWN
1054181,F,WHITE HISPANIC
1054182,F,WHITE HISPANIC
1054183,F,BLACK
1054186,M,BLACK
1054187,M,BLACK
1054188,F,WHITE HISPANIC
1054189,F,BLACK
1054190,F,BLACK
1054192,M,SPANISH (DO NOT USE)
1054194,M,BLACK
1054196,M,BLACK
1054197,F,WHITE
1054198,F,BLACK
1054199,M,BLACK
1054200,M,BLACK
1054201,F,BLACK
1054202,F,WHITE HISPANIC
1054203,F,BLACK
1054204,F,BLACK
1054205,M,WHITE
1054206,M,BLACK
1054207,F,WHITE
1054208,M,WHITE
1054210,F,UNKNOWN
1054214,M,ASIAN/PACIFIC ISLANDER
1054217,F,BLACK
1054222,M,WHITE
1054223,F,BLACK
1054224,M,BLACK
1054225,F,BLACK
1054226,M,BLACK
1054227,F,UNKNOWN
1054231,M,BLACK
1054234,M,BLACK
1054235,M,BLACK
1054236,F,BLACK
1054237,M,WHITE HISPANIC
1054238,M,BLACK
1054241,F,BLACK
1054242,M,BLACK
1054243,F,WHITE HISPANIC
1054245,F,BLACK
1054247,M,BLACK
1054249,F,BLACK
1054250,F,UNKNOWN
1054253,M,BLACK
1054254,M,UNKNOWN
1054258,M,BLACK
1054259,F,WHITE HISPANIC
1054262,M,WHITE
1054263,M,UNKNOWN
1054265,F,BLACK
1054267,M,BLACK
1054268,F,BLACK
1054270,M,BLACK
1054273,F,BLACK
1054276,M,BLACK
1054288,F,WHITE
1054288,F,BLACK
1054292,M,WHITE HISPANIC
1054293,F,BLACK
1054294,F,WHITE HISPANIC
1054295,F,BLACK
1054297,M,BLACK
1054298,M,BLACK
1054302,F,BLACK
1054303,M,BLACK
1054305,F,WHITE
1054306,M,BLACK
1054308,M,BLACK
1054309,M,BLACK
1054310,M,WHITE
1054311,M,BLACK
1054312,F,BLACK
1054314,F,WHITE HISPANIC
1054315,M,BLACK
1054316,F,UNKNOWN
1054317,F,BLACK
1054318,M,WHITE
1054321,F,BLACK
1054325,F,BLACK
1054326,M,SPANISH (DO NOT USE)
1054329,M,BLACK
1054330,M,WHITE
1054332,M,BLACK
1054333,F,BLACK
1054336,F,BLACK
1054340,F,WHITE HISPANIC
1054344,F,BLACK
1054346,F,SPANISH (DO NOT USE)
1054347,F,BLACK
1054349,M,BLACK
1054351,F,BLACK
1054352,F,BLACK
1054353,M,BLACK
1054355,M,ASIAN/PACIFIC ISLANDER
1054356,F,BLACK
1054363,M,BLACK
1054366,M,WHITE
1054369,M,BLACK
1054371,F,BLACK
1054372,F,BLACK
1054373,F,WHITE HISPANIC
1054375,M,BLACK
1054378,M,BLACK
1054380,M,BLACK
1054383,F,BLACK
1054384,F,BLACK
1054391,F,WHITE
1054392,M,UNKNOWN
1054393,M,BLACK
1054394,F,WHITE HISPANIC
1054396,M,UNKNOWN
1054400,F,WHITE HISPANIC
1054401,M,BLACK
1054404,F,BLACK
1054410,M,UNKNOWN
1054411,F,BLACK
1054412,M,WHITE
1054413,F,WHITE
1054417,M,BLACK
1054419,F,WHITE
1054425,M,WHITE HISPANIC
1054429,F,WHITE
1054430,F,BLACK
1054432,F,BLACK
1054438,M,BLACK
1054439,M,BLACK
1054440,M,WHITE HISPANIC
1054441,F,WHITE
1054443,F,WHITE
1054445,M,BLACK
1054446,F,BLACK
1054450,F,BLACK
1054452,F,BLACK
1054454,F,BLACK
1054455,M,WHITE
1054456,F,BLACK
1054458,M,BLACK
1054460,M,WHITE HISPANIC
1054461,M,BLACK
1054463,F,BLACK
1054465,M,WHITE
1054466,M,BLACK
1054467,M,BLACK
1054469,F,BLACK
1054469,M,BLACK
1054470,F,WHITE HISPANIC
1054472,F,BLACK
1054474,F,BLACK
1054476,M,BLACK
1054479,F,BLACK
1054480,F,WHITE HISPANIC
1054481,M,BLACK
1054482,M,BLACK
1054489,M,BLACK
1054491,M,BLACK
1054493,M,BLACK
1054495,M,WHITE HISPANIC
1054496,M,UNKNOWN
1054498,F,BLACK
1054499,M,BLACK
1054503,M,BLACK
1054506,M,UNKNOWN
1054507,F,WHITE HISPANIC
1054508,F,WHITE
1054513,M,BLACK HISPANIC
1054516,F,BLACK
1054518,F,BLACK
1054519,F,BLACK
1054520,F,BLACK
1054525,F,BLACK
1054527,F,BLACK
1054528,M,BLACK
1054533,F,BLACK
1054537,F,BLACK
1054539,F,BLACK
1054541,M,BLACK
1054542,F,BLACK
1054544,M,BLACK
1054545,F,BLACK
1054549,F,WHITE
1054550,F,BLACK
1054551,F,BLACK
1054552,F,WHITE HISPANIC
1054554,F,BLACK
1054556,F,BLACK
1054557,F,BLACK
1054563,F,BLACK
1054564,M,BLACK
1054565,F,WHITE HISPANIC
1054569,M,WHITE
1054570,F,WHITE HISPANIC
1054574,M,UNKNOWN
1054575,M,WHITE HISPANIC
1054577,M,WHITE HISPANIC
1054578,M,WHITE HISPANIC
1054580,M,BLACK
1054582,M,BLACK
1054583,M,BLACK
1054585,M,WHITE
1054586,F,WHITE HISPANIC
1054587,F,BLACK
1054593,M,UNKNOWN
1054598,M,BLACK
1054600,M,BLACK
1054601,M,BLACK
1054603,F,BLACK
1054605,F,BLACK
1054606,M,BLACK
1054607,F,BLACK
1054614,M,BLACK
1054615,M,BLACK
1054619,F,BLACK
1054620,M,WHITE HISPANIC
1054621,F,WHITE HISPANIC
1054622,F,BLACK
1054623,M,BLACK
1054624,F,WHITE
1054627,M,WHITE
1054630,M,BLACK
1054633,F,WHITE HISPANIC
1054634,M,BLACK
1054638,F,BLACK
1054639,F,BLACK
1054640,M,BLACK
1054642,F,WHITE HISPANIC
1054643,M,BLACK
1054644,F,BLACK
1054645,F,BLACK
1054651,M,WHITE
1054655,F,WHITE
1054656,M,BLACK
1054658,F,BLACK
1054660,F,WHITE
1054663,M,WHITE HISPANIC
1054664,F,BLACK
1054665,F,BLACK
1054667,M,WHITE HISPANIC
1054669,M,BLACK
1054673,F,BLACK
1054674,F,WHITE HISPANIC
1054676,F,BLACK
1054680,M,BLACK
1054682,M,WHITE
1054683,F,ASIAN/PACIFIC ISLANDER
1054686,F,BLACK
1054687,F,SPANISH (DO NOT USE)
1054689,M,BLACK
1054690,M,BLACK
1054691,M,WHITE
1054694,F,BLACK
1054695,M,BLACK
1054696,F,UNKNOWN
1054697,F,BLACK
1054698,F,ASIAN/PACIFIC ISLANDER
1054700,M,UNKNOWN
1054701,F,WHITE
1054702,F,BLACK
1054705,F,BLACK
1054706,M,BLACK
1054709,M,BLACK
1054710,M,BLACK
1054715,F,WHITE
1054718,M,BLACK
1054721,F,WHITE HISPANIC
1054724,F,BLACK
1054725,M,WHITE
1054726,M,SPANISH (DO NOT USE)
1054727,F,BLACK
1054728,F,BLACK
1054732,M,BLACK
1054736,M,BLACK
1054737,M,WHITE
1054738,F,BLACK
1054740,M,WHITE
1054742,F,BLACK
1054743,M,BLACK
1054744,M,BLACK
1054746,M,UNKNOWN
1054750,M,WHITE
1054751,F,BLACK
1054753,M,WHITE HISPANIC
1054754,M,BLACK
1054756,M,BLACK
1054758,F,BLACK
1054761,F,SPANISH (DO NOT USE)
1054762,F,BLACK
1054764,M,BLACK
1054765,F,WHITE HISPANIC
1054766,F,BLACK
1054769,F,BLACK
1054770,M,BLACK
1054772,F,BLACK
1054773,M,BLACK
1054775,M,BLACK
1054776,M,BLACK
1054777,F,BLACK
1054778,F,BLACK
1054779,M,BLACK
1054782,M,BLACK
1054785,M,BLACK
1054788,M,BLACK
1054789,M,BLACK
1054789,M,BLACK
1054790,F,BLACK
1054791,F,WHITE HISPANIC
1054794,F,BLACK
1054795,M,WHITE HISPANIC
1054796,M,SPANISH (DO NOT USE)
1054798,F,BLACK
1054800,F,BLACK
1054801,M,UNKNOWN
1054803,F,BLACK
1054805,F,BLACK
1054806,M,WHITE
1054809,F,WHITE
1054811,F,BLACK
1054813,F,UNKNOWN
1054814,F,BLACK
1054815,F,BLACK
1054816,F,WHITE HISPANIC
1054819,F,BLACK
1054821,F,WHITE HISPANIC
1054823,F,BLACK
1054825,M,BLACK
1054826,M,BLACK
1054830,M,BLACK
1054831,M,BLACK
1054832,F,BLACK
1054833,M,BLACK
1054835,F,WHITE HISPANIC
1054836,M,BLACK
1054837,F,BLACK
1054838,F,BLACK
1054839,F,BLACK
1054840,F,BLACK
1054842,M,BLACK
1054846,F,BLACK
1054848,M,WHITE
1054849,M,BLACK
1054850,F,BLACK
1054851,M,WHITE
1054853,M,WHITE HISPANIC
1054854,M,WHITE
1054855,M,BLACK
1054856,M,WHITE
1054857,M,WHITE HISPANIC
1054858,M,UNKNOWN
1054861,M,BLACK
1054862,M,BLACK
1054864,M,BLACK
1054865,F,BLACK
1054867,F,UNKNOWN
1054871,F,BLACK
1054872,F,BLACK
1054872,F,BLACK
1054874,F,BLACK
1054879,F,WHITE
1054881,M,WHITE
1054883,F,BLACK
1054889,F,UNKNOWN
1054890,F,BLACK
1054891,M,BLACK
1054892,F,WHITE HISPANIC
1054895,M,BLACK
1054898,F,BLACK
1054899,F,BLACK
1054901,M,BLACK
1054902,M,BLACK
1054904,M,BLACK
1054907,M,WHITE
1054909,M,BLACK
1054913,M,BLACK
1054914,F,BLACK
1054915,F,UNKNOWN
1054918,F,BLACK
1054922,F,BLACK
1054925,F,BLACK
1054926,M,BLACK
1054928,M,UNKNOWN
1054929,F,BLACK
1054931,M,BLACK
1054933,F,BLACK
1054935,F,WHITE HISPANIC
1054938,M,BLACK
1054939,F,SPANISH (DO NOT USE)
1054940,F,WHITE
1054941,M,BLACK
1054942,M,WHITE HISPANIC
1054943,M,WHITE
1054945,F,BLACK
1054946,F,BLACK
1054946,F,BLACK
1054947,M,WHITE
1054949,F,UNKNOWN
1054952,M,BLACK
1054955,M,BLACK
1054957,M,BLACK
1054960,M,BLACK
1054963,M,BLACK
1054965,F,BLACK
1054966,M,BLACK
1054967,M,WHITE
1054967,M,SPANISH (DO NOT USE)
1054968,M,WHITE
1054969,F,BLACK
1054972,M,ASIAN/PACIFIC ISLANDER
1054974,F,WHITE HISPANIC
1054975,M,BLACK
1054977,F,BLACK
1054979,M,WHITE
1054980,F,BLACK
1054981,M,BLACK
1054982,F,BLACK
1054983,F,WHITE
1054984,F,UNKNOWN
1054985,M,WHITE HISPANIC
1054986,M,BLACK
1054987,F,BLACK
1054989,F,WHITE
1054990,M,WHITE HISPANIC
1054990,M,WHITE
1054991,M,WHITE
1054996,M,WHITE HISPANIC
1054997,M,BLACK
1054999,F,BLACK
1054999,M,BLACK
1055000,M,WHITE HISPANIC
1055001,F,BLACK
1055003,M,BLACK
1055005,F,WHITE
1055007,M,WHITE
1055009,F,BLACK
1055010,F,SPANISH (DO NOT USE)
1055010,F,BLACK
1055011,M,BLACK
1055014,F,BLACK
1055016,F,WHITE
1055017,F,BLACK
1055020,M,BLACK
1055022,M,WHITE
1055023,M,BLACK
1055024,F,WHITE
1055026,M,WHITE
1055028,M,BLACK
1055029,F,BLACK
1055032,M,WHITE
1055033,F,BLACK
1055035,M,BLACK
1055037,M,BLACK
1055040,F,BLACK
1055042,F,BLACK
1055044,F,BLACK
1055047,M,WHITE HISPANIC
1055048,M,BLACK
1055049,F,BLACK
1055050,F,BLACK
1055051,M,WHITE HISPANIC
1055052,M,BLACK
1055053,F,BLACK
1055055,F,BLACK
1055056,F,BLACK
1055059,M,WHITE
1055060,F,BLACK
1055061,F,BLACK
1055065,M,BLACK
1055066,M,WHITE
1055067,F,WHITE HISPANIC
1055069,M,BLACK
1055071,F,WHITE
1055073,F,BLACK
1055074,M,WHITE
1055075,M,UNKNOWN
1055077,F,BLACK
1055078,M,BLACK
1055079,F,BLACK
1055082,F,BLACK
1055087,M,WHITE
1055091,F,WHITE
1055093,F,BLACK
1055094,F,BLACK
1055095,M,WHITE
1055096,M,BLACK
1055097,F,BLACK
1055099,F,BLACK
1055105,M,BLACK
1055106,F,BLACK
1055107,M,ASIAN/PACIFIC ISLANDER
1055108,F,BLACK
1055109,M,BLACK
1055113,F,BLACK
1055117,F,WHITE
1055119,F,SPANISH (DO NOT USE)
1055124,M,BLACK
1055128,F,BLACK
1055129,M,WHITE
1055130,F,BLACK
1055134,F,BLACK
1055137,F,BLACK
1055140,M,BLACK
1055146,M,BLACK
1055147,F,BLACK
1055148,F,WHITE
1055149,M,BLACK
1055150,F,BLACK
1055151,M,BLACK
1055152,M,BLACK
1055158,F,BLACK
1055159,M,WHITE
1055160,M,AMER IND/ALASKAN NATIVE
1055161,M,UNKNOWN
1055162,F,BLACK
1055163,F,WHITE HISPANIC
1055164,F,BLACK
1055166,M,BLACK
1055170,M,WHITE
1055171,F,BLACK
1055172,M,BLACK
1055173,F,WHITE
1055176,F,WHITE
1055180,F,BLACK
1055181,M,BLACK
1055181,F,BLACK
1055182,F,BLACK
1055183,M,WHITE
1055184,F,BLACK
1055186,M,BLACK
1055187,F,BLACK
1055188,M,SPANISH (DO NOT USE)
1055189,M,WHITE
1055190,F,UNKNOWN
1055191,M,WHITE HISPANIC
1055196,M,BLACK
1055197,M,BLACK
1055198,M,WHITE
1055199,F,WHITE
1055200,F,BLACK
1055201,M,WHITE
1055205,F,BLACK
1055205,M,BLACK
1055206,F,BLACK
1055208,F,BLACK
1055209,M,BLACK
1055210,M,WHITE
1055211,M,WHITE HISPANIC
1055212,M,BLACK
1055213,F,WHITE
1055214,F,BLACK
1055215,M,WHITE
1055216,M,WHITE
1055221,F,BLACK
1055222,F,BLACK
1055227,F,UNKNOWN
1055230,F,BLACK
1055231,M,WHITE
1055232,F,BLACK
1055236,M,BLACK HISPANIC
1055239,M,WHITE
1055243,M,WHITE
1055244,F,BLACK
1055245,M,BLACK
1055247,M,WHITE HISPANIC
1055248,F,BLACK
1055250,M,BLACK
1055251,M,BLACK
1055252,M,WHITE
1055253,F,WHITE HISPANIC
1055254,M,WHITE
1055255,F,BLACK
1055256,F,BLACK
1055257,M,WHITE HISPANIC
1055258,M,UNKNOWN
1055259,M,BLACK
1055267,F,SPANISH (DO NOT USE)
1055269,F,BLACK
1055270,F,BLACK
1055276,F,BLACK
1055280,F,BLACK
1055282,M,WHITE
1055283,M,BLACK
1055284,F,BLACK
1055285,F,WHITE
1055286,F,WHITE
1055287,M,WHITE HISPANIC
1055288,F,BLACK
1055289,M,UNKNOWN
1055290,M,BLACK
1055292,M,BLACK
1055295,F,WHITE
1055297,M,WHITE
1055299,X,UNKNOWN
1055301,F,BLACK
1055302,F,BLACK
1055304,M,BLACK
1055304,F,BLACK
1055305,M,BLACK
1055307,M,BLACK
1055311,M,BLACK
1055312,F,WHITE
1055313,M,WHITE
1055314,F,WHITE
1055315,M,BLACK
1055316,F,WHITE
1055317,M,BLACK
1055320,M,SPANISH (DO NOT USE)
1055322,F,WHITE
1055323,F,BLACK
1055325,M,BLACK
1055326,F,BLACK
1055327,M,ASIAN/PACIFIC ISLANDER
1055329,F,WHITE
1055331,M,WHITE HISPANIC
1055332,M,BLACK
1055335,F,WHITE
1055336,F,UNKNOWN
1055337,M,WHITE
1055338,F,BLACK
1055339,M,BLACK
1055340,F,UNKNOWN
1055341,M,BLACK
1055343,F,BLACK
1055345,F,WHITE
1055346,M,BLACK
1055349,M,WHITE HISPANIC
1055352,M,BLACK
1055353,M,BLACK HISPANIC
1055357,M,BLACK
1055358,M,BLACK
1055359,F,BLACK
1055361,M,WHITE
1055362,F,BLACK
1055363,M,BLACK
1055365,F,BLACK
1055366,M,WHITE
1055370,M,BLACK
1055371,M,BLACK
1055372,F,BLACK
1055373,M,SPANISH (DO NOT USE)
1055374,F,WHITE
1055375,F,BLACK
1055376,F,BLACK
1055377,M,BLACK
1055379,M,BLACK
1055380,M,BLACK
1055381,F,BLACK
1055383,M,WHITE HISPANIC
1055384,F,BLACK
1055387,M,BLACK
1055389,F,BLACK
1055390,F,BLACK
1055394,F,BLACK
1055395,M,BLACK
1055398,F,BLACK HISPANIC
1055399,M,BLACK
1055400,M,BLACK
1055401,F,BLACK
1055402,F,BLACK
1055403,F,BLACK
1055406,F,BLACK
1055407,M,BLACK
1055408,M,BLACK
1055409,M,WHITE
1055410,F,BLACK
1055411,M,BLACK
1055412,M,BLACK
1055413,F,AMER IND/ALASKAN NATIVE
1055415,M,BLACK
1055417,M,BLACK
1055418,M,BLACK
1055419,F,WHITE
1055420,F,UNKNOWN
1055427,M,WHITE
1055428,F,BLACK
1055429,F,BLACK
1055430,M,BLACK
1055430,M,BLACK
1055432,M,BLACK
1055436,M,BLACK
1055437,F,WHITE
1055441,F,BLACK
1055442,M,WHITE
1055444,F,BLACK
1055445,F,BLACK
1055446,F,BLACK
1055448,M,BLACK
1055449,M,WHITE HISPANIC
1055453,F,WHITE HISPANIC
1055454,F,UNKNOWN
1055458,M,BLACK
1055460,M,WHITE
1055462,M,BLACK
1055463,M,BLACK
1055466,F,WHITE HISPANIC
1055467,M,BLACK
1055469,F,BLACK
1055470,F,BLACK
1055471,F,BLACK
1055473,F,WHITE
1055476,F,BLACK
1055478,F,BLACK
1055479,F,BLACK
1055480,M,BLACK
1055482,F,BLACK
1055484,F,BLACK
1055485,F,BLACK
1055493,F,BLACK
1055494,M,BLACK
1055497,M,BLACK
1055498,F,WHITE HISPANIC
1055499,F,BLACK
1055500,M,BLACK
1055503,F,WHITE
1055504,F,BLACK
1055507,M,BLACK
1055508,M,BLACK
1055513,M,BLACK
1055514,M,WHITE HISPANIC
1055515,M,BLACK
1055517,F,BLACK
1055518,F,WHITE
1055519,M,BLACK
1055521,M,BLACK
1055522,M,BLACK
1055523,F,BLACK
1055524,M,BLACK
1055526,F,WHITE
1055527,M,WHITE
1055528,F,BLACK
1055529,M,SPANISH (DO NOT USE)
1055529,M,WHITE HISPANIC
1055533,M,UNKNOWN
1055534,F,WHITE HISPANIC
1055536,M,WHITE HISPANIC
1055538,F,BLACK
1055539,M,BLACK
1055540,M,WHITE HISPANIC
1055541,F,UNKNOWN
1055542,M,WHITE HISPANIC
1055543,M,BLACK
1055545,M,BLACK
1055546,M,BLACK
1055547,M,BLACK
1055548,M,BLACK
1055549,M,SPANISH (DO NOT USE)
1055552,M,WHITE
1055556,M,WHITE
1055557,M,BLACK
1055558,M,WHITE
1055562,F,WHITE HISPANIC
1055564,F,BLACK
1055566,F,WHITE
1055569,M,BLACK
1055570,M,BLACK
1055572,M,BLACK
1055574,F,BLACK
1055580,M,UNKNOWN
1055581,M,WHITE
1055582,F,BLACK
1055584,M,WHITE HISPANIC
1055587,M,UNKNOWN
1055589,F,BLACK
1055591,F,BLACK
1055593,F,BLACK
1055594,M,BLACK
1055598,F,BLACK
1055600,M,WHITE
1055601,F,BLACK
1055602,F,BLACK
1055604,F,WHITE
1055605,F,WHITE
1055607,M,WHITE
1055609,M,BLACK
1055611,M,BLACK
1055613,M,BLACK
1055616,F,BLACK
1055618,M,BLACK
1055619,M,BLACK
1055620,F,WHITE HISPANIC
1055624,M,BLACK
1055626,M,SPANISH (DO NOT USE)
1055629,M,BLACK
1055631,F,BLACK
1055635,M,BLACK
1055637,M,WHITE
1055638,F,BLACK
1055640,M,BLACK
1055641,M,WHITE
1055646,F,BLACK
1055650,F,WHITE HISPANIC
1055651,M,BLACK
1055653,M,UNKNOWN
1055655,M,BLACK
1055660,M,BLACK
1055662,M,UNKNOWN
1055663,M,BLACK
1055664,M,BLACK
1055669,F,BLACK
1055670,F,BLACK
1055671,M,WHITE
1055674,F,BLACK
1055675,M,WHITE HISPANIC
1055677,F,BLACK
1055678,M,WHITE HISPANIC
1055679,M,WHITE
1055681,M,BLACK
1055682,F,BLACK
1055684,M,BLACK
1055686,M,WHITE
1055688,F,UNKNOWN
1055689,M,WHITE HISPANIC
1055693,M,WHITE
1055695,M,WHITE HISPANIC
1055698,M,WHITE
1055700,M,WHITE
1055701,M,WHITE
1055702,F,BLACK
1055705,F,BLACK
1055706,F,WHITE
1055708,F,BLACK
1055710,M,BLACK
1055712,F,WHITE
1055713,M,BLACK
1055714,M,WHITE HISPANIC
1055715,F,BLACK
1055717,M,BLACK
1055718,F,BLACK
1055720,M,WHITE
1055722,M,UNKNOWN
1055723,M,WHITE HISPANIC
1055725,M,BLACK
1055726,M,BLACK
1055728,F,BLACK
1055729,F,BLACK
1055737,F,WHITE
1055738,F,UNKNOWN
1055739,M,BLACK
1055740,F,BLACK
1055741,F,BLACK
1055743,M,BLACK
1055745,M,BLACK
1055746,M,WHITE
1055746,F,BLACK
1055747,M,WHITE
1055749,F,BLACK
1055751,F,WHITE
1055752,M,BLACK
1055753,F,WHITE
1055754,F,ASIAN/PACIFIC ISLANDER
1055755,F,BLACK
1055756,F,WHITE
1055758,M,BLACK
1055759,F,BLACK
1055760,M,WHITE
1055761,M,BLACK
1055762,M,WHITE
1055764,M,BLACK
1055765,M,BLACK
1055766,F,BLACK
1055768,M,BLACK
1055769,F,BLACK
1055771,M,BLACK
1055772,F,BLACK
1055773,M,BLACK
1055774,F,BLACK
1055775,F,BLACK
1055776,M,BLACK
1055777,F,BLACK
1055778,M,WHITE
1055780,F,BLACK
1055781,M,BLACK
1055782,M,BLACK
1055785,M,WHITE
1055786,M,WHITE
1055789,M,UNKNOWN
1055790,M,WHITE HISPANIC
1055791,M,WHITE
1055793,F,WHITE
1055794,M,BLACK
1055795,F,BLACK HISPANIC
1055796,F,BLACK
1055797,M,BLACK
1055798,M,BLACK
1055799,M,UNKNOWN
1055801,F,BLACK
1055804,M,WHITE HISPANIC
1055806,F,WHITE
1055806,M,WHITE
1055807,M,WHITE
1055809,F,BLACK
1055810,M,WHITE
1055812,M,WHITE HISPANIC
1055813,F,BLACK
1055814,F,WHITE
1055815,F,WHITE HISPANIC
1055817,F,BLACK
1055819,M,BLACK
1055820,F,BLACK
1055821,M,BLACK HISPANIC
1055823,M,BLACK
1055824,F,BLACK
1055826,F,BLACK
1055827,F,WHITE
1055829,F,WHITE
1055832,F,UNKNOWN
1055837,F,BLACK
1055838,M,BLACK
1055840,M,WHITE
1055842,F,BLACK
1055846,M,BLACK
1055847,F,WHITE
1055848,M,BLACK
1055850,F,WHITE
1055850,M,WHITE
1055850,M,WHITE
1055852,F,BLACK
1055853,M,BLACK
1055855,M,BLACK
1055856,M,WHITE HISPANIC
1055859,M,BLACK
1055861,F,WHITE
1055862,M,WHITE
1055863,F,WHITE
1055866,M,BLACK
1055867,M,BLACK
1055868,M,BLACK
1055869,F,BLACK
1055870,F,BLACK
1055872,M,BLACK
1055873,F,BLACK
1055876,F,BLACK
1055877,M,BLACK
1055878,M,WHITE
1055880,F,BLACK
1055882,M,BLACK
1055883,F,WHITE
1055884,F,WHITE HISPANIC
1055885,F,BLACK
1055886,F,WHITE
1055887,M,WHITE HISPANIC
1055891,M,WHITE HISPANIC
1055892,F,WHITE HISPANIC
1055894,F,BLACK
1055897,M,SPANISH (DO NOT USE)
1055897,M,BLACK
1055898,M,WHITE HISPANIC
1055900,M,WHITE
1055901,F,BLACK
1055903,M,BLACK
1055906,F,WHITE
1055907,M,BLACK
1055911,F,BLACK
1055912,M,BLACK
1055915,M,BLACK
1055916,M,WHITE HISPANIC
1055921,M,BLACK
1055922,F,WHITE HISPANIC
1055924,M,WHITE
1055928,M,BLACK
1055930,M,BLACK
1055932,M,BLACK
1055934,M,BLACK
1055937,M,BLACK
1055939,M,WHITE
1055942,M,BLACK
1055944,M,WHITE HISPANIC
1055947,M,SPANISH (DO NOT USE)
1055948,F,BLACK
1055950,M,WHITE
1055951,F,BLACK
1055953,M,BLACK
1055960,M,BLACK
1055961,F,WHITE HISPANIC
1055965,F,BLACK
1055967,M,WHITE
1055968,M,WHITE
1055969,F,WHITE HISPANIC
1055970,F,BLACK
1055971,F,WHITE HISPANIC
1055977,F,BLACK
1055978,M,WHITE
1055980,M,BLACK
1055984,M,BLACK
1055986,M,BLACK
1055987,F,BLACK
1055988,F,WHITE
1055989,F,BLACK
1055990,F,BLACK
1055991,F,BLACK
1055995,F,BLACK
1055996,M,ASIAN/PACIFIC ISLANDER
1055998,M,WHITE
1056001,M,BLACK
1056012,F,BLACK
1056013,M,BLACK
1056016,M,BLACK
1056019,F,BLACK
1056020,F,BLACK
1056021,M,BLACK
1056022,M,WHITE
1056023,F,WHITE
1056024,M,WHITE
1056025,F,BLACK
1056027,M,WHITE HISPANIC
1056028,F,BLACK
1056031,M,BLACK
1056034,M,WHITE
1056039,M,BLACK
1056040,M,UNKNOWN
1056044,F,BLACK
1056045,M,WHITE
1056047,M,BLACK
1056048,M,WHITE HISPANIC
1056049,F,WHITE HISPANIC
1056050,F,BLACK
1056051,M,BLACK
