CRID,Witness_Gender,Witness_Race
1068304,M,BLACK
1068305,M,BLACK
1068306,M,BLACK
1068307,M,WHITE
1068308,M,BLACK
1068309,M,WHITE
1068309,M,SPANISH (DO NOT USE)
1068311,F,BLACK
1068314,F,WHITE
1068316,F,BLACK
1068317,M,BLACK
1068318,F,BLACK
1068319,M,BLACK
1068321,M,BLACK
1068322,F,BLACK
1068325,F,BLACK
1068326,M,BLACK
1068328,M,BLACK
1068330,F,BLACK
1068334,M,BLACK
1068335,F,WHITE
1068337,M,BLACK
1068338,M,BLACK
1068340,F,WHITE
1068342,F,BLACK
1068343,F,BLACK
1068351,M,WHITE
1068352,M,WHITE
1068354,M,SPANISH (DO NOT USE)
1068355,M,BLACK
1068355,F,WHITE
1068356,F,BLACK
1068360,M,BLACK
1068363,M,WHITE HISPANIC
1068365,F,BLACK
1068366,F,WHITE
1068367,M,BLACK
1068369,F,WHITE HISPANIC
1068370,F,WHITE
1068374,F,BLACK
1068378,F,WHITE
1068378,M,WHITE
1068379,M,BLACK
1068380,F,WHITE
1068381,F,SPANISH (DO NOT USE)
1068382,M,WHITE
1068383,M,BLACK
1068384,M,BLACK
1068385,F,WHITE
1068388,M,WHITE
1068393,M,BLACK
1068394,F,WHITE
1068395,M,WHITE
1068396,F,WHITE
1068397,F,BLACK
1068399,F,BLACK
1068400,F,BLACK
1068401,F,BLACK
1068403,M,WHITE
1068404,M,BLACK
1068406,M,WHITE
1068409,M,BLACK
1068410,F,BLACK
1068412,F,BLACK
1068413,F,BLACK
1068414,M,WHITE
1068417,M,WHITE
1068418,M,BLACK
1068421,F,BLACK
1068422,F,WHITE
1068426,F,BLACK
1068427,M,BLACK
1068428,F,UNKNOWN
1068429,M,BLACK
1068432,M,WHITE
1068437,F,BLACK
1068439,F,BLACK
1068440,M,BLACK
1068441,M,BLACK
1068443,M,WHITE
1068445,F,BLACK
1068446,F,BLACK
1068447,F,WHITE
1068448,M,WHITE
1068450,M,BLACK
1068451,M,WHITE
1068452,M,UNKNOWN
1068453,M,WHITE HISPANIC
1068454,M,WHITE HISPANIC
1068457,M,WHITE
1068461,F,UNKNOWN
1068462,M,BLACK
1068463,M,WHITE
1068464,M,BLACK
1068465,F,BLACK
1068468,F,WHITE
1068469,M,BLACK
1068470,F,BLACK HISPANIC
1068471,F,WHITE
1068472,F,BLACK
1068473,F,WHITE
1068475,M,BLACK
1068478,M,BLACK
1068479,F,BLACK
1068480,M,WHITE
1068481,M,BLACK
1068482,M,WHITE
1068485,F,WHITE
1068486,M,WHITE
1068489,F,BLACK
1068491,M,WHITE
1068493,F,BLACK
1068494,M,WHITE
1068495,M,BLACK
1068498,M,WHITE
1068499,F,WHITE HISPANIC
1068500,M,WHITE HISPANIC
1068501,M,BLACK
1068504,F,BLACK
1068505,F,BLACK
1068506,M,BLACK
1068507,F,BLACK
1068508,M,BLACK
1068509,M,BLACK
1068510,F,WHITE
1068511,F,WHITE
1068512,M,BLACK
1068517,F,BLACK
1068518,M,BLACK
1068519,M,WHITE HISPANIC
1068520,M,SPANISH (DO NOT USE)
1068523,M,WHITE
1068524,M,BLACK
1068529,F,BLACK
1068530,M,SPANISH (DO NOT USE)
1068532,M,BLACK
1068533,M,BLACK
1068534,M,BLACK
1068535,M,WHITE
1068536,F,WHITE
1068538,F,BLACK
1068539,F,BLACK
1068540,M,WHITE
1068542,F,BLACK
1068543,M,WHITE
1068545,M,BLACK
1068546,F,WHITE
1068547,F,BLACK
1068549,M,WHITE
1068550,F,BLACK
1068551,M,BLACK
1068553,M,ASIAN/PACIFIC ISLANDER
1068556,F,WHITE HISPANIC
1068560,M,WHITE
1068562,M,UNKNOWN
1068563,F,BLACK
1068564,F,BLACK
1068565,M,WHITE
1068566,M,WHITE
1068567,F,UNKNOWN
1068569,M,BLACK
1068570,M,WHITE
1068571,M,BLACK
1068572,M,WHITE
1068573,M,BLACK
1068577,F,UNKNOWN
1068579,F,BLACK
1068581,M,WHITE HISPANIC
1068582,F,BLACK
1068583,M,BLACK
1068584,M,BLACK
1068585,M,WHITE
1068586,M,WHITE
1068587,F,BLACK
1068588,F,BLACK
1068591,M,BLACK
1068592,F,BLACK
1068593,F,BLACK
1068594,M,BLACK
1068595,F,BLACK
1068596,M,BLACK
1068597,M,BLACK
1068598,F,ASIAN/PACIFIC ISLANDER
1068599,F,BLACK
1068603,M,BLACK
1068606,F,BLACK
1068607,F,BLACK
1068610,M,BLACK
1068611,F,WHITE HISPANIC
1068614,M,BLACK
1068616,M,BLACK
1068617,M,WHITE
1068621,F,BLACK
1068623,F,BLACK
1068631,F,ASIAN/PACIFIC ISLANDER
1068632,F,WHITE
1068633,M,BLACK
1068634,M,ASIAN/PACIFIC ISLANDER
1068635,M,BLACK
1068636,M,BLACK
1068638,M,WHITE
1068638,M,WHITE
1068638,M,BLACK
1068641,M,BLACK
1068642,M,WHITE
1068645,M,BLACK
1068646,M,BLACK
1068647,M,SPANISH (DO NOT USE)
1068648,M,ASIAN/PACIFIC ISLANDER
1068649,F,WHITE
1068650,F,BLACK
1068653,F,UNKNOWN
1068654,F,BLACK
1068655,F,BLACK
1068657,M,WHITE HISPANIC
1068659,F,BLACK
1068662,F,BLACK
1068663,M,WHITE
1068664,M,BLACK
1068665,M,BLACK
1068668,M,WHITE
1068670,F,BLACK
1068672,F,BLACK
1068673,F,BLACK
1068676,M,BLACK
1068677,M,WHITE
1068678,M,BLACK
1068680,M,WHITE
1068681,M,BLACK
1068683,F,WHITE HISPANIC
1068684,F,BLACK
1068685,M,BLACK
1068686,F,ASIAN/PACIFIC ISLANDER
1068687,F,WHITE
1068688,F,BLACK
1068690,M,WHITE HISPANIC
1068691,M,BLACK
1068692,M,BLACK
1068697,F,WHITE
1068700,M,BLACK
1068701,F,BLACK
1068702,F,BLACK
1068703,F,BLACK
1068705,F,WHITE
1068706,M,BLACK
1068707,F,BLACK
1068708,M,WHITE
1068710,F,WHITE HISPANIC
1068713,F,WHITE
1068714,M,BLACK
1068717,M,BLACK
1068718,M,WHITE
1068720,F,WHITE
1068721,F,WHITE
1068722,M,UNKNOWN
1068723,F,BLACK
1068724,M,BLACK
1068726,M,BLACK
1068727,M,WHITE
1068728,F,BLACK
1068730,M,BLACK
1068731,F,BLACK
1068732,F,BLACK
1068735,M,WHITE
1068739,M,BLACK
1068740,M,BLACK
1068741,F,BLACK
1068742,F,BLACK
1068743,F,BLACK
1068744,F,BLACK
1068745,M,BLACK
1068748,M,BLACK
1068749,M,WHITE
1068751,M,BLACK
1068752,F,WHITE
1068754,M,BLACK
1068755,M,BLACK
1068756,M,BLACK
1068757,M,BLACK
1068759,M,WHITE
1068761,F,UNKNOWN
1068762,M,BLACK
1068765,F,BLACK
1068767,M,BLACK
1068770,F,BLACK
1068771,F,BLACK
1068773,M,BLACK
1068774,F,WHITE
1068776,F,BLACK
1068779,M,WHITE
1068781,F,WHITE
1068785,M,BLACK
1068786,M,WHITE
1068788,F,BLACK
1068790,M,ASIAN/PACIFIC ISLANDER
1068791,F,BLACK
1068795,M,BLACK
1068796,M,UNKNOWN
1068798,M,BLACK
1068801,F,WHITE
1068802,M,BLACK
1068803,F,WHITE
1068804,F,BLACK
1068805,M,BLACK
1068808,M,BLACK
1068810,F,BLACK
1068812,M,BLACK
1068813,F,BLACK
1068814,F,BLACK
1068818,M,BLACK
1068820,F,WHITE
1068822,M,BLACK
1068823,M,WHITE
1068824,M,BLACK
1068825,M,BLACK
1068826,F,BLACK
1068827,M,BLACK
1068828,F,BLACK
1068829,F,BLACK
1068832,M,BLACK
1068834,M,UNKNOWN
1068835,F,BLACK
1068837,F,BLACK
1068838,M,BLACK
1068840,M,BLACK
1068842,F,BLACK
1068844,F,BLACK
1068846,F,WHITE HISPANIC
1068847,M,WHITE
1068848,M,BLACK
1068851,F,BLACK
1068852,F,BLACK
1068855,M,BLACK
1068856,M,BLACK
1068861,M,BLACK
1068863,M,UNKNOWN
1068865,M,ASIAN/PACIFIC ISLANDER
1068866,F,BLACK
1068868,M,ASIAN/PACIFIC ISLANDER
1068869,F,WHITE
1068871,M,WHITE HISPANIC
1068872,M,WHITE
1068873,M,BLACK
1068874,F,BLACK
1068875,M,WHITE
1068876,F,WHITE HISPANIC
1068877,F,WHITE HISPANIC
1068880,M,BLACK
1068885,F,BLACK
1068887,M,BLACK
1068888,M,WHITE HISPANIC
1068889,F,BLACK
1068891,F,WHITE
1068892,M,WHITE HISPANIC
1068893,M,BLACK
1068895,F,UNKNOWN
1068897,M,BLACK
1068898,M,BLACK
1068899,M,BLACK
1068900,M,BLACK
1068902,F,BLACK
1068904,F,BLACK
1068905,M,SPANISH (DO NOT USE)
1068907,F,BLACK
1068909,M,WHITE HISPANIC
1068912,F,BLACK
1068913,F,BLACK
1068914,F,WHITE
1068918,M,BLACK
1068922,F,BLACK
1068923,M,BLACK
1068925,F,BLACK
1068926,F,BLACK
1068927,F,BLACK
1068929,M,WHITE
1068930,M,WHITE
1068934,F,BLACK
1068935,M,BLACK
1068936,M,WHITE HISPANIC
1068937,F,BLACK
1068943,F,WHITE HISPANIC
1068944,F,BLACK
1068945,M,BLACK
1068947,M,WHITE
1068949,M,BLACK
1068952,F,BLACK
1068954,F,BLACK
1068955,M,BLACK
1068959,M,BLACK
1068961,F,BLACK
1068963,M,BLACK
1068966,F,BLACK
1068967,F,BLACK
1068969,M,BLACK
1068971,M,BLACK
1068972,F,BLACK
1068973,M,BLACK
1068978,F,WHITE HISPANIC
1068979,F,BLACK
1068980,F,BLACK
1068981,M,BLACK
1068982,F,BLACK
1068985,F,BLACK
1068987,M,BLACK
1068989,F,WHITE
1068990,M,WHITE
1068991,F,BLACK
1068993,F,WHITE HISPANIC
1068995,M,BLACK
1068996,F,WHITE HISPANIC
1068997,F,WHITE
1068998,F,UNKNOWN
1068999,M,WHITE
1069001,F,BLACK
1069003,F,BLACK
1069004,F,BLACK
1069006,F,BLACK
1069007,F,BLACK
1069009,F,BLACK
1069017,F,BLACK
1069018,M,WHITE HISPANIC
1069025,M,WHITE
1069028,M,UNKNOWN
1069029,F,WHITE
1069030,F,BLACK
1069032,M,BLACK
1069033,M,WHITE
1069034,M,BLACK
1069036,F,BLACK
1069039,F,UNKNOWN
1069045,M,WHITE HISPANIC
1069046,M,BLACK
1069051,F,BLACK
1069053,F,WHITE
1069054,F,WHITE HISPANIC
1069055,M,BLACK
1069057,M,BLACK
1069059,F,BLACK
1069061,M,BLACK
1069063,M,BLACK
1069065,F,BLACK
1069068,F,BLACK
1069069,F,WHITE HISPANIC
1069071,F,BLACK
1069072,M,BLACK
1069073,F,WHITE HISPANIC
1069074,M,BLACK
1069075,F,WHITE
1069076,M,BLACK
1069077,M,WHITE
1069079,M,BLACK
1069080,M,BLACK
1069081,M,BLACK
1069082,M,WHITE
1069088,M,BLACK
1069089,M,BLACK
1069090,F,WHITE
1069091,M,WHITE
1069092,M,BLACK
1069094,M,WHITE
1069096,F,WHITE HISPANIC
1069097,F,BLACK
1069100,F,BLACK
1069101,M,BLACK
1069102,M,BLACK
1069103,M,BLACK
1069105,M,BLACK
1069106,X,UNKNOWN
1069110,F,BLACK
1069111,M,BLACK
1069113,M,BLACK
1069115,M,BLACK
1069116,F,BLACK
1069117,M,BLACK
1069120,F,UNKNOWN
1069120,M,WHITE
1069124,F,BLACK
1069125,F,BLACK
1069126,M,BLACK
1069127,F,WHITE
1069128,M,BLACK
1069130,M,BLACK
1069132,F,UNKNOWN
1069133,M,BLACK
1069134,M,BLACK
1069136,M,BLACK
1069137,M,BLACK
1069139,F,BLACK
1069139,F,BLACK
1069140,M,BLACK
1069141,M,BLACK
1069142,F,BLACK
1069144,F,BLACK
1069145,M,WHITE HISPANIC
1069146,M,WHITE HISPANIC
1069147,F,BLACK
1069149,F,BLACK
1069150,F,BLACK
1069151,M,BLACK
1069155,M,BLACK
1069157,M,BLACK
1069159,M,BLACK
1069160,F,BLACK
1069162,F,BLACK
1069163,F,BLACK
1069165,F,BLACK
1069168,M,WHITE
1069170,F,BLACK
1069171,F,WHITE HISPANIC
1069172,F,WHITE HISPANIC
1069174,M,BLACK
1069175,F,BLACK
1069176,M,WHITE HISPANIC
1069177,F,BLACK
1069179,F,WHITE HISPANIC
1069181,F,BLACK
1069183,M,WHITE HISPANIC
1069184,M,BLACK
1069188,M,BLACK
1069189,F,WHITE
1069191,F,WHITE
1069193,M,BLACK
1069200,F,BLACK
1069203,M,WHITE
1069207,M,BLACK
1069208,F,BLACK
1069209,F,BLACK
1069210,F,BLACK
1069211,F,UNKNOWN
1069214,M,BLACK
1069215,M,BLACK
1069216,F,BLACK
1069218,F,WHITE
1069221,M,WHITE
1069222,M,BLACK
1069225,F,BLACK
1069226,F,BLACK
1069227,M,BLACK
1069228,M,UNKNOWN
1069229,M,BLACK
1069230,M,BLACK
1069231,M,BLACK
1069232,F,WHITE
1069234,M,BLACK
1069241,F,BLACK
1069244,F,WHITE HISPANIC
1069245,M,SPANISH (DO NOT USE)
1069248,F,WHITE
1069249,M,WHITE
1069250,F,BLACK
1069252,F,BLACK
1069256,M,UNKNOWN
1069257,M,BLACK
1069258,M,WHITE HISPANIC
1069259,F,BLACK
1069260,F,WHITE HISPANIC
1069261,M,BLACK
1069262,F,BLACK
1069264,F,BLACK
1069265,F,BLACK
1069266,M,BLACK
1069267,F,BLACK
1069269,M,BLACK
1069270,M,SPANISH (DO NOT USE)
1069271,F,BLACK
1069274,M,BLACK
1069275,M,BLACK
1069276,F,BLACK
1069278,F,BLACK HISPANIC
1069279,M,BLACK
1069280,F,BLACK
1069281,M,BLACK
1069282,M,BLACK
1069283,M,WHITE HISPANIC
1069284,M,BLACK
1069286,M,BLACK
1069287,F,BLACK
1069288,F,BLACK
1069289,M,BLACK
1069289,F,BLACK
1069291,F,WHITE
1069292,M,WHITE
1069293,M,ASIAN/PACIFIC ISLANDER
1069295,F,WHITE
1069297,F,BLACK
1069298,F,BLACK
1069299,F,BLACK
1069302,M,BLACK
1069304,F,BLACK
1069305,F,BLACK
1069306,M,WHITE
1069310,M,WHITE
1069311,M,UNKNOWN
1069313,M,BLACK
1069314,M,BLACK
1069315,M,BLACK
1069316,M,BLACK
1069317,F,BLACK
1069318,F,BLACK
1069323,F,BLACK
1069324,M,BLACK
1069325,F,WHITE HISPANIC
1069326,M,WHITE
1069328,F,BLACK
1069329,F,BLACK
1069333,M,WHITE
1069334,M,WHITE
1069335,M,BLACK
1069337,F,BLACK
1069339,M,BLACK
1069340,M,BLACK
1069342,M,BLACK
1069346,M,SPANISH (DO NOT USE)
1069346,F,WHITE HISPANIC
1069348,M,BLACK
1069349,F,BLACK
1069350,M,WHITE
1069351,F,BLACK
1069352,M,BLACK
1069353,F,BLACK
1069354,F,WHITE HISPANIC
1069356,M,BLACK
1069357,M,BLACK
1069358,M,BLACK
1069360,M,WHITE HISPANIC
1069361,F,BLACK
1069367,M,UNKNOWN
1069369,F,WHITE HISPANIC
1069370,F,BLACK
1069372,F,WHITE HISPANIC
1069374,F,BLACK
1069376,F,BLACK
1069377,M,BLACK
1069382,F,BLACK
1069383,F,BLACK
1069387,M,BLACK
1069388,F,WHITE HISPANIC
1069389,F,WHITE
1069391,F,WHITE HISPANIC
1069400,M,BLACK
1069401,M,BLACK
1069403,F,BLACK
1069404,M,BLACK
1069405,M,BLACK
1069406,M,BLACK
1069410,F,BLACK
1069416,M,BLACK
1069417,M,BLACK
1069418,M,BLACK
1069419,M,BLACK
1069424,M,BLACK
1069426,F,WHITE
1069427,M,WHITE
1069428,M,BLACK
1069429,M,BLACK
1069430,F,BLACK
1069431,M,BLACK
1069432,M,SPANISH (DO NOT USE)
1069433,M,BLACK
1069434,M,WHITE HISPANIC
1069435,M,BLACK
1069437,M,BLACK
1069438,M,BLACK
1069439,F,WHITE
1069440,M,BLACK
1069441,F,BLACK
1069443,M,WHITE
1069445,F,WHITE HISPANIC
1069446,M,BLACK
1069448,M,WHITE
1069451,M,WHITE
1069452,F,BLACK
1069455,M,WHITE
1069457,M,BLACK
1069459,M,BLACK
1069460,M,SPANISH (DO NOT USE)
1069462,F,BLACK
1069463,M,WHITE
1069464,F,BLACK
1069466,M,ASIAN/PACIFIC ISLANDER
1069467,F,WHITE HISPANIC
1069469,M,BLACK
1069470,F,BLACK
1069472,F,WHITE HISPANIC
1069474,M,BLACK
1069475,M,BLACK
1069476,M,WHITE
1069477,M,BLACK
1069481,M,BLACK
1069482,M,BLACK
1069483,X,UNKNOWN
1069484,F,BLACK
1069485,M,BLACK
1069486,M,WHITE
1069488,F,BLACK
1069491,M,WHITE
1069496,M,BLACK
1069497,M,BLACK
1069498,F,BLACK
1069499,M,UNKNOWN
1069502,F,BLACK
1069503,F,BLACK
1069504,F,BLACK
1069506,F,BLACK
1069507,F,WHITE HISPANIC
1069510,M,BLACK
1069511,M,BLACK
1069515,M,BLACK
1069517,M,BLACK
1069518,F,WHITE HISPANIC
1069519,F,BLACK
1069520,M,BLACK
1069521,M,UNKNOWN
1069522,F,BLACK
1069523,M,BLACK
1069524,F,WHITE HISPANIC
1069526,M,WHITE HISPANIC
1069528,F,BLACK
1069529,M,WHITE HISPANIC
1069531,M,BLACK
1069532,M,BLACK
1069533,F,BLACK
1069534,M,BLACK
1069535,M,BLACK
1069538,M,BLACK
1069539,F,BLACK
1069542,M,BLACK
1069545,F,BLACK
1069547,M,BLACK
1069548,F,BLACK
1069549,F,BLACK
1069550,M,SPANISH (DO NOT USE)
1069551,F,BLACK
1069552,M,BLACK
1069554,M,BLACK
1069559,M,WHITE HISPANIC
1069561,M,BLACK
1069562,M,BLACK
1069563,M,WHITE
1069569,F,WHITE
1069572,F,UNKNOWN
1069573,M,BLACK
1069574,X,UNKNOWN
1069576,F,WHITE HISPANIC
1069579,F,BLACK
1069580,M,BLACK
1069582,M,BLACK
1069583,M,BLACK
1069584,F,BLACK
1069586,M,BLACK
1069589,F,WHITE
1069590,M,BLACK
1069591,F,BLACK
1069592,M,WHITE
1069593,M,BLACK
1069595,F,BLACK
1069596,X,UNKNOWN
1069601,F,BLACK
1069604,F,WHITE HISPANIC
1069605,M,BLACK
1069606,F,WHITE HISPANIC
1069608,M,BLACK
1069609,M,WHITE HISPANIC
1069611,M,BLACK
1069612,M,BLACK
1069613,F,WHITE HISPANIC
1069616,M,WHITE HISPANIC
1069617,F,BLACK
1069619,F,WHITE
1069620,F,BLACK
1069621,M,BLACK
1069622,F,BLACK
1069623,M,WHITE
1069626,F,BLACK
1069627,F,BLACK
1069629,F,BLACK
1069630,M,BLACK
1069631,F,BLACK
1069633,F,WHITE
1069637,M,WHITE
1069638,F,BLACK
1069640,F,WHITE HISPANIC
1069643,M,BLACK
1069644,F,WHITE HISPANIC
1069648,F,BLACK
1069649,F,WHITE
1069652,F,WHITE
1069654,F,BLACK
1069655,F,BLACK
1069657,F,WHITE HISPANIC
1069659,M,BLACK HISPANIC
1069663,M,BLACK
1069665,M,BLACK
1069666,F,WHITE
1069669,F,WHITE
1069670,M,WHITE HISPANIC
1069672,F,BLACK
1069675,M,WHITE HISPANIC
1069676,M,WHITE HISPANIC
1069677,F,BLACK
1069679,M,BLACK
1069680,M,WHITE
1069681,M,BLACK
1069682,M,BLACK
1069683,M,WHITE
1069685,M,BLACK
1069686,F,BLACK
1069687,F,ASIAN/PACIFIC ISLANDER
1069688,M,WHITE
1069689,M,WHITE HISPANIC
1069693,F,BLACK
1069696,M,WHITE
1069700,M,SPANISH (DO NOT USE)
1069701,F,WHITE
1069702,F,WHITE
1069703,F,BLACK
1069704,F,BLACK
1069705,M,BLACK
1069707,F,BLACK
1069708,M,WHITE
1069709,M,BLACK
1069711,F,BLACK
1069712,M,WHITE
1069714,F,WHITE HISPANIC
1069716,M,BLACK
1069717,M,BLACK
1069718,F,BLACK
1069719,M,BLACK
1069720,F,UNKNOWN
1069723,M,WHITE HISPANIC
1069724,M,BLACK
1069725,F,BLACK
1069726,M,UNKNOWN
1069727,F,BLACK
1069728,M,WHITE HISPANIC
1069731,M,BLACK
1069733,F,BLACK
1069734,F,BLACK
1069737,M,BLACK
1069745,M,SPANISH (DO NOT USE)
1069746,M,WHITE HISPANIC
1069749,M,BLACK
1069751,M,BLACK
1069752,M,BLACK
1069755,F,BLACK
1069756,M,WHITE
1069760,M,BLACK
1069761,M,BLACK
1069762,F,BLACK
1069763,F,BLACK
1069764,F,WHITE
1069765,F,WHITE
1069766,F,BLACK
1069767,F,BLACK
1069770,M,WHITE
1069771,M,BLACK
1069773,M,BLACK
1069774,F,BLACK
1069775,M,BLACK
1069776,M,WHITE
1069781,F,BLACK
1069782,F,BLACK
1069785,M,WHITE
1069786,F,BLACK
1069788,M,BLACK
1069789,M,BLACK
1069792,M,WHITE HISPANIC
1069795,F,BLACK
1069796,M,BLACK
1069797,F,WHITE HISPANIC
1069798,F,BLACK
1069799,F,BLACK
1069800,M,WHITE
1069802,F,WHITE HISPANIC
1069803,M,BLACK
1069804,M,WHITE
1069807,F,WHITE
1069808,M,WHITE
1069811,M,BLACK
1069812,F,BLACK
1069813,F,BLACK
1069814,M,WHITE HISPANIC
1069817,F,BLACK
1069818,F,BLACK
1069819,M,BLACK
1069820,M,WHITE
1069821,M,BLACK
1069822,M,BLACK
1069823,F,BLACK
1069824,M,BLACK
1069825,M,WHITE HISPANIC
1069826,F,BLACK
1069829,F,BLACK
1069832,F,BLACK
1069834,F,BLACK
1069835,F,BLACK
1069836,F,WHITE
1069837,F,BLACK
1069840,F,UNKNOWN
1069841,F,BLACK
1069842,M,WHITE
1069844,M,WHITE HISPANIC
1069845,F,WHITE
1069847,F,BLACK
1069849,M,BLACK
1069851,M,WHITE
1069852,M,WHITE
1069853,M,BLACK
1069854,M,BLACK
1069857,M,WHITE
1069858,M,WHITE
1069860,F,WHITE
1069862,M,UNKNOWN
1069863,F,BLACK
1069864,M,SPANISH (DO NOT USE)
1069865,F,UNKNOWN
1069868,M,BLACK
1069870,M,BLACK
1069871,M,BLACK
1069872,F,ASIAN/PACIFIC ISLANDER
1069874,M,WHITE
1069875,F,BLACK
1069876,F,BLACK
1069878,M,WHITE HISPANIC
1069879,F,BLACK
1069884,M,WHITE
1069885,M,BLACK
1069886,M,BLACK
1069889,F,BLACK
1069890,F,BLACK
1069892,F,BLACK
1069894,M,BLACK
1069895,M,BLACK
1069897,M,BLACK
1069899,M,WHITE
1069903,F,BLACK
1069909,M,WHITE
1069911,M,BLACK
1069915,M,WHITE
1069916,M,BLACK
1069919,F,BLACK
1069921,M,BLACK
1069927,F,BLACK
1069928,M,BLACK
1069931,F,BLACK
1069932,F,WHITE
1069933,M,BLACK
1069934,F,BLACK
1069940,F,BLACK
1069942,F,BLACK
1069943,M,BLACK
1069944,M,BLACK
1069945,F,BLACK
1069946,M,WHITE HISPANIC
1069947,F,BLACK
1069948,F,BLACK
1069950,F,BLACK
1069955,F,BLACK
1069956,M,BLACK
1069962,M,BLACK
1069963,M,BLACK
1069967,M,WHITE
1069968,M,BLACK
1069969,F,BLACK
1069970,M,BLACK
1069971,F,BLACK
1069973,M,BLACK
1069974,M,BLACK
1069975,F,BLACK
1069979,M,BLACK
1069980,M,WHITE
1069983,F,BLACK
1069987,M,WHITE
1069989,F,BLACK
1069993,F,BLACK
1069994,M,BLACK
1069997,M,BLACK
1069999,M,BLACK
1070000,F,WHITE
1070001,F,BLACK
1070002,M,BLACK
1070003,F,WHITE
1070007,F,BLACK
1070009,M,BLACK
1070011,F,WHITE
1070012,M,BLACK
1070017,F,BLACK
1070018,M,WHITE
1070020,M,WHITE
1070021,F,BLACK
1070022,F,BLACK
1070023,F,BLACK
1070024,F,BLACK
1070025,M,WHITE
1070026,F,ASIAN/PACIFIC ISLANDER
1070027,F,BLACK
1070028,M,BLACK
1070029,M,BLACK
1070030,M,BLACK
1070034,M,BLACK
1070035,M,WHITE
1070036,F,BLACK
1070037,F,BLACK
1070038,F,BLACK
1070039,M,BLACK
1070040,M,WHITE
1070041,F,WHITE
1070045,M,BLACK
1070049,M,BLACK
1070051,M,ASIAN/PACIFIC ISLANDER
1070052,F,WHITE
1070053,F,BLACK
1070054,M,WHITE
1070056,M,BLACK
1070057,F,WHITE HISPANIC
1070058,F,BLACK
1070060,M,WHITE HISPANIC
1070061,M,WHITE HISPANIC
1070062,M,BLACK
1070064,M,UNKNOWN
1070069,M,WHITE
1070070,F,BLACK
1070071,F,BLACK
1070072,M,WHITE
1070073,M,BLACK
1070077,F,BLACK
1070080,M,BLACK
1070082,F,WHITE HISPANIC
1070083,M,UNKNOWN
1070084,F,BLACK
1070085,M,BLACK
1070086,F,BLACK
1070087,F,BLACK
1070089,F,BLACK
1070091,F,BLACK
1070092,M,BLACK
1070093,F,WHITE HISPANIC
1070097,F,WHITE
1070098,F,BLACK
1070099,F,SPANISH (DO NOT USE)
1070100,F,BLACK
1070102,M,WHITE HISPANIC
1070105,M,UNKNOWN
1070107,M,BLACK
1070109,F,BLACK
1070113,F,AMER IND/ALASKAN NATIVE
1070114,F,WHITE
1070115,F,WHITE HISPANIC
1070118,M,WHITE HISPANIC
1070120,M,BLACK
1070120,M,BLACK
1070122,M,UNKNOWN
1070124,F,BLACK
1070127,F,BLACK
1070128,M,WHITE
1070130,F,BLACK
1070133,F,BLACK
1070135,M,BLACK
1070136,F,BLACK
1070139,M,BLACK
1070140,F,BLACK
1070141,F,WHITE
1070145,F,BLACK
1070146,F,ASIAN/PACIFIC ISLANDER
1070151,F,BLACK
1070153,F,BLACK
1070154,M,BLACK
1070156,M,WHITE
1070157,M,BLACK
1070158,M,BLACK
1070159,F,BLACK
1070161,F,BLACK
1070162,F,WHITE
1070166,M,WHITE
1070167,M,BLACK
1070168,M,WHITE
1070170,F,UNKNOWN
1070172,M,BLACK
1070173,M,WHITE
1070177,F,WHITE
1070179,M,SPANISH (DO NOT USE)
1070182,F,BLACK
1070184,M,BLACK
1070185,M,BLACK
1070189,F,BLACK
1070190,F,BLACK
1070191,F,UNKNOWN
1070192,M,WHITE
1070193,F,BLACK
1070194,M,BLACK
1070196,F,BLACK
1070197,M,BLACK
1070198,F,BLACK
1070202,F,UNKNOWN
1070203,F,BLACK
1070204,F,WHITE HISPANIC
1070205,F,BLACK
1070206,F,BLACK
1070209,F,SPANISH (DO NOT USE)
1070210,M,WHITE
1070212,M,WHITE
1070213,M,BLACK
1070214,F,WHITE HISPANIC
1070215,M,BLACK
1070216,F,BLACK
1070218,M,BLACK
1070219,M,WHITE
1070220,F,BLACK
1070221,M,BLACK
1070223,F,BLACK
1070224,M,WHITE
1070228,M,BLACK
1070229,M,BLACK
1070231,F,BLACK
1070232,F,BLACK
1070234,F,WHITE
1070235,M,BLACK
1070239,M,WHITE
1070240,M,WHITE
1070241,F,BLACK
1070244,M,BLACK
1070245,M,BLACK
1070247,M,BLACK
1070248,M,BLACK
1070250,F,BLACK
1070251,M,BLACK
1070255,M,BLACK
1070257,M,WHITE
1070258,F,BLACK
1070261,F,BLACK
1070263,F,BLACK
1070266,M,BLACK
1070269,F,BLACK
1070270,F,BLACK
1070275,M,WHITE
1070276,F,BLACK
1070277,M,BLACK
1070280,F,WHITE HISPANIC
1070282,M,BLACK
1070286,F,BLACK
1070287,M,BLACK
1070295,M,BLACK
1070298,M,BLACK
1070300,F,BLACK
1070301,M,BLACK
1070303,F,WHITE
1070304,F,WHITE
1070305,F,WHITE HISPANIC
1070306,F,BLACK
1070307,F,WHITE
1070309,F,WHITE HISPANIC
1070310,M,BLACK
1070311,M,WHITE
1070314,M,WHITE
1070315,F,BLACK
1070316,F,BLACK
1070317,F,BLACK
1070318,M,BLACK
1070319,F,BLACK
1070321,F,WHITE HISPANIC
1070323,F,BLACK
1070325,F,BLACK
1070326,M,BLACK
1070327,M,WHITE
